Model,Path,Score,Test score,Setting,Stop epoch,Temperature,Window percent,Training_time,Total_time
Extended_NoTemp_BBC,HomoGraphs_BBC/Extended_NoTemp_BBC/Extended_NoTemp_BBC-epoch=02-Val_f1-ma=0.99.ckpt,0.9904963,0.9404414892196656,/home/rldallitsako/Attention-DocumentGraphs-Rin/config/Classifier/BBC/ext_classifier_notemp_BBC.yaml,7,1,30,169.82135224342346,176.49826455116272
Extended_NoTemp_BBC,HomoGraphs_BBC/Extended_NoTemp_BBC/Extended_NoTemp_BBC-epoch=02-Val_f1-ma=0.99-v1.ckpt,0.9853464,0.9350481033325196,/home/rldallitsako/Attention-DocumentGraphs-Rin/config/Classifier/BBC/ext_classifier_notemp_BBC.yaml,7,1,30,168.69128012657166,175.49939131736755
Extended_NoTemp_BBC,HomoGraphs_BBC/Extended_NoTemp_BBC/Extended_NoTemp_BBC-epoch=02-Val_f1-ma=0.99-v2.ckpt,0.9904963,0.9404414892196656,/home/rldallitsako/Attention-DocumentGraphs-Rin/config/Classifier/BBC/ext_classifier_notemp_BBC.yaml,7,1,30,166.648451089859,173.4004204273224
Extended_NoTemp_BBC,HomoGraphs_BBC/Extended_NoTemp_BBC/Extended_NoTemp_BBC-epoch=06-Val_f1-ma=0.98.ckpt,0.98408157,0.9508854746818542,/home/rldallitsako/Attention-DocumentGraphs-Rin/config/Classifier/BBC/ext_classifier_notemp_BBC.yaml,11,1,30,248.5866539478302,255.98480582237244
Extended_NoTemp_BBC,HomoGraphs_BBC/Extended_NoTemp_BBC/Extended_NoTemp_BBC-epoch=00-Val_f1-ma=0.98.ckpt,0.97867703,0.9495800733566284,/home/rldallitsako/Attention-DocumentGraphs-Rin/config/Classifier/BBC/ext_classifier_notemp_BBC.yaml,5,1,30,125.84840726852417,132.63537216186523
